ID,Tên,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải,Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gặp ghế sau (lít),Công suất tốt đa,Tốc độ tối đa,0-100,Tầm hoạt động,Dung lượng pin,Chi phí sạc đầy,Chi phí hàng tháng,Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Sạc treo tường
100000099,VinFast VF9 Plus 2023 thuê pin CATL lướt 2500 km,"Bán giúp chính chủ-VinFast VF9 Plus, 7 ghế, trần kính-– Màu trắng/nâu, sx 2023-– Xe thuê pin CATL gói thấp 2.7tr/tháng đi 1500km-– Odo siêu lướt 2500 km-– Xe đã lên thêm ốp gầm inox 304, film xịn nhất, sàn Nappan, cam hành trình Vietmap trước sau, bọc vô lăng-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái--Giá: 1.225-Xem xe Lạng Sơn - Hà Nội",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000109,VinFast VF5 Plus 2024 mua pin cũ – 28000 km,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2024-– Odo 2.8v km-– Xe đã dán phim cách nhiệt, sàn cao su-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000107,VinFast VF5 Plus 2023 cũ ,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2023-– Odo 3.4v km-– Xe lên full đồ cơ bản, phim, thảm, sàn,...-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000101,Sẵn xe VinFast VF8S 2024 mới,"Sẵn xe VF8S mới tinh, mua pin CATL-- Biển HN: 850 (vì thủ đô xanh)-- Biển tỉnh: 900",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000103,VinFast VF8 Eco 2024 mua pin CATL cũ – 12000 km,"VinFast VF8 Eco sx 2024, mua pin CATL-– Màu đen/đen-– Odo hơn 1.2v-– Xe trang bị film, sàn, cốp điện-– Miễn phí sạc đến tháng 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000111,VinFast VF5 Plus 2024 mua pin lướt ,"VinFast VF5 Plus mua pin-– Màu xanh/đen, sx 2024-– Odo lướt 9000 km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000097,VinFast VF8 Eco 2022 cũ ,- Xe full Adas-- Xe mua pin-- Miễn phí sạc 2 năm,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000106,VinFast VF7 Plus 2024 mua pin lướt ,"Bán giúp chính chủ-VinFast VF7 Plus mua pin, trần kính-– Màu xám/be, sx 2024-– Xe siêu lướt 7000 km-– Xe xuất được hóa đơn cty-– Miễn phí sạc đến 01/2028",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4545,2840,1890,190,5,,,,,349.0 hp,175 km/h,9.5 giây,431.0 km,75.3 kWh,132000 VNĐ,465000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 7 giờ,Sạc đầy khoảng 70% trong 28 phút
100000089,VinFast VF e34 2022 thuê pin cũ ,"VinFast VFe34 sx 2022, thuê pin tiên phong-– Màu xanh/be-– Odo 2.6v km-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000083,VinFast VF9 Plus 2023 cũ ,"Vf9 pLus 2023 thuê pin tiên phong-Lăn bánh 3,5 vạn Đã dán film,thảm sàn-Ace q.tâm lh 032.899.3738",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000077,VinFast VF5 S 2025 trắng,"✅ Khuyến mãi giảm giá cực khủng + 🎁-✅ Sẵn xe đủ phiên bản nhiều màu giao ngay-✅ Hỗ trợ với LS chỉ từ 6 %, đến 80% giá trị xe cả pin-✅ Miễn 100 /% thu.ế trước bạ.-✅ Bảo hành xe mới 7-10 năm/ pin 8-10 năm ko giới hạn số Km-✅ Hỗ trợ lái thử tận nhà, hoàn thiện mọi thủ tục giấy tờ đăng kí , thu mua lại xe cũ giá cao-✅ Hỗ trợ đki Xanh Platform+Grab-- #VF3 giá chỉ từ: #299Tr-- #VF5 giá chỉ từ: #529Tr-- #VF6 giá chỉ từ: #689Tr-- #VF7 giá chỉ từ: #799Tr-- #VF8 giá chỉ từ: #1019Tr-- #VF9 giá chỉ từ: #1499Tr-----------------------------☎️ Mọi chi tiết xin liên hệ ☎️-VINFAST ĐÀ NẴNG-Zalo/Hotline KD : Mr Tùng-Địa chỉ: 03 Phạm Hùng, Cẩm Lệ , Đà Nẵng-#VinFast #VF3 #VF5 #VF6 #VF7 #VF8 #VF9-#xedien #Xegiatot #otodien",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000090,VinFast VF3 2025 xanh SM,"✅ Khuyến mãi giảm giá cực khủng + 🎁-✅ Sẵn xe đủ phiên bản nhiều màu giao ngay-✅ Hỗ trợ với LS chỉ từ 6 %, đến 80% giá trị xe cả pin-✅ Miễn 100 /% thu.ế trước bạ.-✅ Bảo hành xe mới 7-10 năm/ pin 8-10 năm ko giới hạn số Km-✅ Hỗ trợ lái thử tận nhà, hoàn thiện mọi thủ tục giấy tờ đăng kí , thu mua lại xe cũ giá cao-✅ Hỗ trợ đki Xanh Platform+Grab-- #VF3 giá chỉ từ: #299Tr-- #VF5 giá chỉ từ: #529Tr-- #VF6 giá chỉ từ: #689Tr-- #VF7 giá chỉ từ: #799Tr-- #VF8 giá chỉ từ: #1019Tr-- #VF9 giá chỉ từ: #1499Tr-----------------------------☎️ Mọi chi tiết xin liên hệ ☎️-VINFAST ĐÀ NẴNG-Zalo/Hotline KD : Mr Tùng-Địa chỉ: 03 Phạm Hùng, Cẩm Lệ , Đà Nẵng-#VinFast #VF3 #VF5 #VF6 #VF7 #VF8 #VF9-#xedien #Xegiatot #otodien",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000093,VinFast VF e34 2022 thuê pin cũ ,"VinFast VFe34, sx 2022, thuê pin tiên phong-– Màu đen/đen-– Odo 4v-– Xe dán film, thảm sàn-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000091,VinFast VF e34 2022 cũ ,"E34 màu xanh rêu nt kem-Sx 2022 odo 2.6v km-Thuê pin tiên phong,k giới hạn km-Đã dán film kính thảm sàn-Ace q.tâm call/zl 032.899.3738",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000088,VinFast VF8 2025 xanh dương,"✅ Khuyến mãi giảm giá cực khủng + 🎁-✅ Sẵn xe đủ phiên bản nhiều màu giao ngay-✅ Hỗ trợ với LS chỉ từ 6 %, đến 80% giá trị xe cả pin-✅ Miễn 100 /% thu.ế trước bạ.-✅ Bảo hành xe mới 7-10 năm/ pin 8-10 năm ko giới hạn số Km-✅ Hỗ trợ lái thử tận nhà, hoàn thiện mọi thủ tục giấy tờ đăng kí , thu mua lại xe cũ giá cao-✅ Hỗ trợ đki Xanh Platform+Grab-- #VF3 giá chỉ từ: #299Tr-- #VF5 giá chỉ từ: #529Tr-- #VF6 giá chỉ từ: #689Tr-- #VF7 giá chỉ từ: #799Tr-- #VF8 giá chỉ từ: #1019Tr-- #VF9 giá chỉ từ: #1499Tr-----------------------------☎️ Mọi chi tiết xin liên hệ ☎️-VINFAST ĐÀ NẴNG-Zalo/Hotline KD : Mr Tùng-Địa chỉ: 03 Phạm Hùng, Cẩm Lệ , Đà Nẵng-#VinFast #VF3 #VF5 #VF6 #VF7 #VF8 #VF9-#xedien #Xegiatot #otodien",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000087,VinFast VF8 2025 đủ màu hỗ trợ giá tốt,"✅ Khuyến mãi giảm giá cực khủng + 🎁-✅ Sẵn xe đủ phiên bản nhiều màu giao ngay-✅ Hỗ trợ với LS chỉ từ 6 %, đến 80% giá trị xe cả pin-✅ Miễn 100 /% thu.ế trước bạ.-✅ Bảo hành xe mới 7-10 năm/ pin 8-10 năm ko giới hạn số Km-✅ Hỗ trợ lái thử tận nhà, hoàn thiện mọi thủ tục giấy tờ đăng kí , thu mua lại xe cũ giá cao-✅ Hỗ trợ đki Xanh Platform+Grab-- #VF3 giá chỉ từ: #299Tr-- #VF5 giá chỉ từ: #529Tr-- #VF6 giá chỉ từ: #689Tr-- #VF7 giá chỉ từ: #799Tr-- #VF8 giá chỉ từ: #1019Tr-- #VF9 giá chỉ từ: #1499Tr-----------------------------☎️ Mọi chi tiết xin liên hệ ☎️-VINFAST ĐÀ NẴNG-Zalo/Hotline KD : Mr Tùng-Địa chỉ: 03 Phạm Hùng, Cẩm Lệ , Đà Nẵng-#VinFast #VF3 #VF5 #VF6 #VF7 #VF8 #VF9-#xedien #Xegiatot #otodien",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000082,VinFast VF8 Eco 2024 mới,- Hỗ trợ thu cũ đổi mới lên đến 120 TRIỆU khi chuyển từ xe VinFast xăng sang xe điện!-- Khách hàng VinClub tại Hà Nội nhận ngay tối đa 50 TRIỆU VinPoint!-- Ưu đãi từ 2 - 3% cho khách hàng thuộc khối doanh nghiệp (Corp),Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000085,VinFast VF5 Plus 2025 mới,Sẵn lô xe VF5 Plus Xanh Dương-- Miễn phí sạc 2 năm-- Miễn phí thuế trước bạ,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000081,VinFast VF3 2024 mới,Sạc miễn phí 2 năm-Sạc miễn phí thuế trước bạ,Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000078,VinFast VF e34 2022 thuê pin cũ ,"VinFast VFe34 sx 2022, thuê pin tiên phong-– Màu trắng/đen-– Odo 6v km-– Xe đã lên film cách nhiệt cao cấp, thảm sàn-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
