id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
2076,Odo: 3 vạn tròn => 30000 km. No battery info; condition inferred as used.,VinFast,VF5 Plus,2024,30000,Đã qua sử dụng,,,False
2077,Odo: 5.7v km => 57000 km. Battery status 'Thuê pin tp cũ'.,VinFast,VF8 Plus,2022,57000,Đã qua sử dụng,Thuê pin,True,False
2078,Odo: 2.4v km => 24000 km. Battery status 'Thuê pin'.,VinFast,VF e34,2022,24000,Đã qua sử dụng,Thuê pin,True,False
2079,Odo: 1.2v km => 12000 km. Battery status 'Mua pin'.,VinFast,VF9 Plus,2024,12000,Đã qua sử dụng,Mua pin,True,False
2080,Odo: 2v km => 20000 km. Battery status 'Mua pin'.,VinFast,VF9 Plus,2023,20000,Đã qua sử dụng,Mua pin,True,False
2081,Odo: 4v km => 40000 km. Battery status 'Thuê pin'.,VinFast,VF e34,2022,40000,Đã qua sử dụng,Thuê pin,True,False
2082,Odo: 1.3v km => 13000 km. Battery status 'Thuê pin'.,VinFast,VF9 Plus,2023,13000,Đã qua sử dụng,Thuê pin,True,False
2083,Odo: 6.4v km => 64000 km. Battery status 'Thuê pin'.,VinFast,VF9 Plus,2023,64000,Đã qua sử dụng,Thuê pin,True,False
2084,Odo: 1v km => 10000 km. Battery status 'Mua pin'.,VinFast,VF5 Plus,2025,10000,Đã qua sử dụng,Mua pin,True,False
2085,"From title: 'VinFast VF5 S 2024 mua pin lướt – 4000 km' -> brand=VinFast, car_model=VF5 S, imputed_year=2024, imputed_mileage_km=4000 (Odo), imputed_condition='Đã qua sử dụng' (no explicit 'Mới 100%'), battery_status='Mua pin', is_accident_free=true (phrase 'Cam kết k đâm đụng, ngập nước'), has_aftermarket_mods=true (phim dán, thảm sàn, bi led).",VinFast,VF5 S,2024,4000.0,Đã qua sử dụng,Mua pin,True,True
2086,"From title: 'VinFast VF5 Plus 2023 mua pin cũ – 17000 km' -> brand=VinFast, car_model=VF5 Plus, imputed_year=2023, imputed_mileage_km=17000 (1.7v=17000), imputed_condition='Đã qua sử dụng' (no 'Mới 100%'), battery_status='Mua pin', is_accident_free=true (line 'Cam kết k đâm đụng, ngập nước'), has_aftermarket_mods=false",VinFast,VF5 Plus,2023,17000.0,Đã qua sử dụng,Mua pin,True,False
2087,"From title: 'VinFast VF8 Plus Hoả Long 2024 cũ' -> brand=VinFast, car_model=VF8 Plus Hoả Long, imputed_year=2024, imputed_mileage_km=11000 (1.1v), imputed_condition='Đã qua sử dụng' (cũ), battery_status='Mua pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=true (đã lên phim, thảm đúc, bảo hiểm thân vỏ còn).",VinFast,VF8 Plus Hoả Long,2024,11000.0,Đã qua sử dụng,Mua pin,True,True
2088,"From title: 'BYD Seal Performance 2024 cũ' -> brand=BYD, car_model=Seal Performance, imputed_year=2024, imputed_mileage_km=null (no ODO), imputed_condition='Đã qua sử dụng' (cũ), battery_status=null, is_accident_free=null, has_aftermarket_mods=false",BYD,Seal Performance,2024,,Đã qua sử dụng,,,False
2089,"From title: 'VinFast VF5 Plus 2024 lướt – 6000 km' -> brand=VinFast, car_model=VF5 Plus, imputed_year=2024, imputed_mileage_km=6000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=true (phrase 'Xin cam kết xe không đâm đụng hay bị ngập nước'), has_aftermarket_mods=true (Có lắp thiết bị giám sát hành trình).",VinFast,VF5 Plus,2024,6000.0,Đã qua sử dụng,Mua pin,True,True
2090,"From title: 'VinFast VF7 Eco 2024 mua pin cũ – 25000 km' -> brand=VinFast, car_model=VF7 Eco, imputed_year=2024, imputed_mileage_km=25000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=null, has_aftermarket_mods=true ( Xe đã lên dán kính, trải sàn, camera hành trình).",VinFast,VF7 Eco,2024,25000.0,Đã qua sử dụng,Mua pin,,True
2091,"From title: 'VinFast VF8 Eco 2022 mua pin cũ' -> brand=VinFast, car_model=VF8 Eco, imputed_year=2022, imputed_mileage_km=49000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=false",VinFast,VF8 Eco,2022,49000.0,Đã qua sử dụng,Mua pin,True,False
2092,"From title: 'VinFast VF6 Plus 2024 mua pin cũ' -> brand=VinFast, car_model=VF6 Plus, imputed_year=2024, imputed_mileage_km=28000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=true (Xe lên full đồ cơ bản).",VinFast,VF6 Plus,2024,28000.0,Đã qua sử dụng,Mua pin,True,True
2093,"From title: 'VinFast VF8 Plus 2022 thuê pin tp cũ' -> brand=VinFast, car_model=VF8 Plus, imputed_year=2022, imputed_mileage_km=37000, imputed_condition='Đã qua sử dụng', battery_status='Thuê pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=true (Xe trang bị film, sàn).",VinFast,VF8 Plus,2022,37000.0,Đã qua sử dụng,Thuê pin,True,True
2094,"From title: 'VinFast VF5 Plus 2024 mua pin cũ' -> brand=VinFast, car_model=VF5 Plus, imputed_year=2024, imputed_mileage_km=13000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=true (Xe lên đồ cơ bản film, sàn).",VinFast,VF5 Plus,2024,13000.0,Đã qua sử dụng,Mua pin,True,True
2095,"From title: 'VinFast VF8 Eco 2024 mua pin cũ' -> brand=VinFast, car_model=VF8 Eco, imputed_year=2024, imputed_mileage_km=19000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=false (Xe full Adas; not a mod).",VinFast,VF8 Eco,2024,19000.0,Đã qua sử dụng,Mua pin,True,False
2096,"From title: 'Sẵn xe VinFast VF3 2024 hồng tím mới' -> brand=VinFast, car_model=VF3, imputed_year=2024, imputed_mileage_km=0 (new car), imputed_condition='Mới 100%', battery_status='Thuê pin', is_accident_free=null, has_aftermarket_mods=false (no mods mentioned).",VinFast,VF3,2024,0.0,Mới 100%,Thuê pin,,False
2097,"From title: 'VinFast VF e34 2022 cũ – 70000 km' -> brand=VinFast, car_model=VF e34, imputed_year=2022, imputed_mileage_km=null (ODO not provided), imputed_condition='Đã qua sử dụng' (cũ), battery_status=null, is_accident_free=true (x e không đâm va, tai nạn, ngập nước), has_aftermarket_mods=false",VinFast,VF e34,2022,,Đã qua sử dụng,,True,False
2098,"From title: 'VinFast VF3 2024 thuê pin lướt' -> brand=VinFast, car_model=VF3, imputed_year=2024, imputed_mileage_km=3000, imputed_condition='Đã qua sử dụng', battery_status='Thuê pin', is_accident_free=true (Cam kết k đâm đụng, ngập nước), has_aftermarket_mods=true (phim xịn, ghế da Nappa, cam lùi, sàn 6D, ...).",VinFast,VF3,2024,3000.0,Đã qua sử dụng,Thuê pin,True,True
2099,"From title: 'VinFast VF7 Eco 2025 mua pin lướt – 1000 km' -> brand=VinFast, car_model=VF7 Eco, imputed_year=2025, imputed_mileage_km=1000, imputed_condition='Đã qua sử dụng', battery_status='Mua pin', is_accident_free=null, has_aftermarket_mods=true (lên film, sàn, cam hành trình, cam lùi, bản đồ, dán nóc, gương điện).",VinFast,VF7 Eco,2025,1000.0,Đã qua sử dụng,Mua pin,,True
2115,"Text indicates sx 2022 and Odo 7v km, which translates to 70,000 km; battery status shown as thuê pin; explicit phrase about accident freedom: 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF e34,2022,70000.0,,Thuê pin,True,False
2116,"Odo siêu lướt 2700 km and 'mua pin' clearly present; sx 2024 given; accident avoidance stated: 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF5 Plus,2024,2700.0,,Mua pin,True,False
2117,Odo 2.7v km (27000 km) and 'mua pin'; sx 2024 noted; accident-free claim present.,VinFast,VF6 Plus,2024,27000.0,,Mua pin,True,True
2118,sx 2022 and Odo 5.6v km (56000 km); thuê pin indicated.,VinFast,VF e34,2022,56000.0,,Thuê pin,True,False
2119,"Name indicates 'VF8 Eco 2024 mới' but no explicit mileage, condition, or battery status provided in text.",VinFast,VF8 Eco,2024,,,,,False
2120,Odo 3.3v km (33000 km) and sx 2024; 'mua pin' stated.,VinFast,VF5 Plus,2024,33000.0,,Mua pin,True,False
2121,Odo 166 km; sx 2024; 'mua pin CATL' indicates battery status.,VinFast,VF9 Plus,2024,166.0,,Mua pin,True,False
2122,Odo 1.1v km (11000 km); sx 2024; 'mua pin CATL' indicates battery status; text mentions factory features 'sơn zin'.,VinFast,VF8 Eco,2024,11000.0,,Mua pin,True,False
2123,Odo 3.7v km (37000 km); sx 2022; thuê pin.,VinFast,VF e34,2022,37000.0,,Thuê pin,True,False
2124,Odo lướt 6000km; thuê pin; extensive list of accessories indicates aftermarket mods.,VinFast,VF3,2024,6000.0,,Thuê pin,True,True
2125,"Odo hơn 1v km (at least 10,000 km) and sx 2024; mua pin; accident-free claim.",VinFast,VF5 Plus,2024,,,Mua pin,True,False
2126,Odo 1.1v km (11000 km); sx 2024; mua pin.,VinFast,VF7 Plus,2024,11000.0,,Mua pin,,False
2127,Odo 1.5v km (15000 km); sx 2023; thuê pin.,VinFast,VF8 Plus,2023,15000.0,,Thuê pin,True,False
2128,"No mileage; aftermarket mods listed: 'cam hành trình', 'thảm sàn', 'dán film 3m'.",VinFast,VF6 Plus,2024,,,,,True
2129,Odo lướt 7000 km; sx 2024; mua pin CATL.,VinFast,VF9 Plus,2024,7000.0,,Mua pin,True,False
2100,"From Name 'VinFast VF8 Plus 2024 lướt', brand inferred as 'VinFast' and car_model inferred as 'VF8 Plus'. Imputed year inferred from '2024' in the Name. Mileage explicit as '500km' in Desc. imputed_condition not explicitly stated as 'Mới 100%' or 'Đã qua sử dụng' (phrase 'mới chạy' is not exactly 'Mới 100%'), so null. Battery status explicit as 'Mua pin' in Desc. Accident-free inferred from 'xe không đâm va , tai nạn, ngập nước'. Aftermarket mods not indicated, so false.",VinFast,VF8 Plus,2024,500.0,,Mua pin,True,False
2101,"From Name 'VinFast VF8 Plus 2024 mua pin CATL lướt' and Desc, brand 'VinFast', car_model 'VF8 Plus'. Year 2024 from 'sx 2024'. Odometer 'odo siêu lướt 500 km' -> mileage 500. Battery status 'Mua pin'. Accident-free stated as 'không đâm đụng, ngập nước'. No mods mentioned.",VinFast,VF8 Plus,2024,500.0,,Mua pin,True,False
2102,"Name indicates 'VinFast VF9 Plus 2024 lướt' with Desc mentioning 'odo 5000km' and 'mua pin' (CATL). Brand 'VinFast', car_model 'VF9 Plus'. Year 2024. Mileage 5000. No explicit condition phrase, so imputed_condition null. Battery status 'Mua pin'. Accident-free stated as true by 'xe không đâm va , tai nạn, ngập nước'. Mods none.",VinFast,VF9 Plus,2024,5000.0,,Mua pin,True,False
2103,"Name 'VinFast VF9 Plus 2023 mua pin SDI lướt' indicates brand 'VinFast', model 'VF9 Plus', year 2023. ODO '100km' => mileage 100. Battery status 'Mua pin'. Accident-free: 'k đâm đụng, ngập nước' present. No aftermarket mods mentioned.",VinFast,VF9 Plus,2023,100.0,,Mua pin,True,False
2104,"Name 'VinFast VF3 2024 thuê pin lướt' yields brand 'VinFast', model 'VF3', year 2024. ODO '5000km' -> mileage 5000. Battery status 'Thuê pin'. Accident-free 'k đâm đụng, ngập nước'. Mods: 'phụ kiện' implies aftermarket mods.",VinFast,VF3,2024,5000.0,,Thuê pin,True,True
2105,Name 'VinFast VF5 Plus 2023 cũ' indicates used. Year 2023. ODO not provided. Battery status 'Thuê pin'. Accident-free: 'không đâm đụng hay ngập nước' stated. No aftermarket mods mentioned.,VinFast,VF5 Plus,2023,,Đã qua sử dụng,Thuê pin,True,False
2106,"Name 'VinFast VF5 Plus 2023 thuê pin cũ – 30000 km' indicates used. Year 2023. ODO 30000 km. Battery status 'Thuê pin'. Accident-free: 'k đâm đụng, ngập nước'. Mods: none indicated.",VinFast,VF5 Plus,2023,30000.0,Đã qua sử dụng,Thuê pin,True,False
2107,Name 'VinFast VF6 Plus 2024 cũ' indicates used. Year 2024. No mileage provided. Battery status unknown. Accident-free not explicitly stated. Mods none.,VinFast,VF6 Plus,2024,,Đã qua sử dụng,,,False
2108,"Name 'VinFast VF6 Plus 2024 mua pin cũ – 30000 km' indicates used. Year 2024. ODO 30000 km. Battery status 'Mua pin'. Accident-free 'k đâm đụng, ngập nước'. Mods: aftermarket (dán kính, sàn, cam hành trình, dàn loa)",VinFast,VF6 Plus,2024,30000.0,Đã qua sử dụng,Mua pin,True,True
2109,Name 'VinFast VF9 Plus 2023 cũ – 11600 km' indicates used. Year 2023. ODO 11600 km. Battery status 'Thuê pin'. Accident-free not explicitly stated. Mods none.,VinFast,VF9 Plus,2023,11600.0,Đã qua sử dụng,Thuê pin,,False
2110,"Name 'VinFast VF3 2024 thuê pin lướt' yields brand 'VinFast', model 'VF3', year 2024. ODO 5000 km. Battery status 'Thuê pin'. Accident-free explicitly stated as true by 'Cam kết k đâm đụng, ngập nước'. Mods none.",VinFast,VF3,2024,5000.0,,Thuê pin,True,False
2111,"Name 'VinFast VF5 Plus 2023 mua pin cũ' indicates used. Year 2023. ODO 50000 km. Battery status 'Mua pin'. Accident-free stated as true by 'Cam kết k đâm đụng, ngập nước'. Mods none.",VinFast,VF5 Plus,2023,50000.0,Đã qua sử dụng,Mua pin,True,False
2112,"Name 'VinFast VF6 Plus 2024 mua pin lướt' indicates used. Year 2024. ODO 15000 km. Battery status 'Mua pin'. Accident-free explicit via 'Cam kết k đâm đụng, ngập nước, bao check test thoải mái'. Mods none.",VinFast,VF6 Plus,2024,15000.0,Đã qua sử dụng,Mua pin,True,False
2113,Name/Desc: VF e34 2022 – thuê pin tiên phong – 6v; ODO 60000 km; decal full xe indicates aftermarket modification (decal). Year 2022. Battery status 'Thuê pin'. Condition 'Đã qua sử dụng'.,VinFast,VF e34,2022,60000.0,Đã qua sử dụng,Thuê pin,,True
2114,"Name 'VinFast VF9 Plus 2023 thuê pin tp cũ' indicates used. Year 2023. ODO 35000 km. Battery status 'Thuê pin'. Accident-free explicit as 'Cam kết k đâm đụng, ngập nước'. Mods none.",VinFast,VF9 Plus,2023,35000.0,Đã qua sử dụng,Thuê pin,True,False
2130,Brand inferred from the Name containing 'VinFast'; Car model extracted as 'VF6 Plus' from the Name; Year inferred from 'sx 2024' in Desc; Mileage inferred from '3v km' (1v = 10000) → 30000 km; Battery status determined from 'Mua pin'; Imputed condition not explicitly stated → null; Accident status not explicitly stated → null; Aftermarket mods not indicated by text except 'ko bị cắt option' which implies no aftermarket mods → has_aftermarket_mods = false.,VinFast,VF6 Plus,2024,30000,,Mua pin,,False
2131,"Brand inferred from 'VinFast'; Car model 'VF8 Eco'; Year 'sx 2022'; Mileage 'Odo 1.4v km' → 14000 km; Battery status 'Thuê pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước' → true; Aftermarket mods mentioned 'dán kính, thảm sàn, cam hành trình' → true; Imputed condition not explicitly stated → null.",VinFast,VF8 Eco,2022,14000,,Thuê pin,True,True
2132,"Brand from Name; Model 'VF3'; Year 2024; Mileage 'Odo lướt 8000km' → 8000; Battery status 'Thuê pin'; Accident-free statement present → true; Text mentions 'lên đồ cơ bản film, sàn' indicating aftermarket mods → true; Imputed condition not stated → null.",VinFast,VF3,2024,8000,,Thuê pin,True,True
2133,"Brand from Name; Model 'VF e34'; Year 2023; Mileage 'Odo 3v km' → 30000; Battery status 'Thuê pin'; Accident-free statement 'Cam kết k đâm đụng, ngập nước' → true; Aftermarket mods 'thảm sàn, film cách nhiệt cao cấp, cam hành trình' → true; Imputed condition not stated → null.",VinFast,VF e34,2023,30000,,Thuê pin,True,True
2134,Brand from Name; Model 'VF7 Plus'; Year 2024; Mileage noted as '5000km' → 5000; Battery status 'Mua pin'; No explicit aftermarket mods; Text states 'ko bị cắt option' → has_aftermarket_mods = false; Imputed condition not stated → null.,VinFast,VF7 Plus,2024,5000,,Mua pin,,False
2135,"Brand from Name; Model 'VF5 Plus'; Year 2024; Mileage 'Odo 5v km' → 50000; Battery status 'Mua pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước' → true; No aftermarket mods indicated → false.",VinFast,VF5 Plus,2024,50000,,Mua pin,True,False
2136,"Brand from Name; Model 'VF8 Plus'; Year 2024; Mileage 'Odo 30 km' but new-car condition applies: 'chưa sử dụng, còn nguyên nilong' → imputed_condition = 'Mới 100%'; NEW CAR LOGIC overrides mileage to 0; Battery status 'Mua pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước' → true; No aftermarket mods indicated → false.",VinFast,VF8 Plus,2024,0,Mới 100%,Mua pin,True,False
2137,"Brand from Name; Model 'VF7 Plus'; Year 2024; Mileage 'Odo 8000 km' → 8000; Battery status 'Thuê pin'; Aftermarket mods described 'dán kính, trải sàn' → true; Accident-free status not stated → null.",VinFast,VF7 Plus,2024,8000,,Thuê pin,,True
2138,"Brand from Name; Model 'VF9 Eco'; Year 2023; Mileage 'Odo 4.3v km' → 43000; Battery status 'Thuê pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước, bao check test thoải mái' → true; Aftermarket mods not indicated → false.",VinFast,VF9 Eco,2023,43000,,Thuê pin,True,False
2139,"Brand from Name; Model 'VF6 Plus'; Year 2024; Mileage 'Odo 1.5v km' → 15000; Battery status 'Mua pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước' → true; No aftermarket mods indicated → false.",VinFast,VF6 Plus,2024,15000,,Mua pin,True,False
2140,Brand from Name; Model 'VF7 Plus'; Year 2024; Mileage 'Odo 1.9v km' → 19000; Battery status 'Mua pin'; No explicit aftermarket mods; No accident statement → null for is_accident_free; Aftermarket mods not indicated → false.,VinFast,VF7 Plus,2024,19000,,Mua pin,,False
2141,"Brand from Name; Model 'VF e34'; Year 2022; Mileage 'Odo lướt 8000 km' → 8000; Battery status 'Thuê pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước, bao check test thoải mái' → true; Factory paint 'sơn zin 100%' indicates no aftermarket mods → false.",VinFast,VF e34,2022,8000,,Thuê pin,True,False
2142,Brand from Name; Model 'VF7 Plus'; Year 2024; Mileage 'Odo 1.7v km' → 17000; Battery status 'Mua pin'; No accident statement → null; No aftermarket mods indicated → false.,VinFast,VF7 Plus,2024,17000,,Mua pin,,False
2143,"Brand from Name; Model 'VF8 Plus'; Year 2023; Mileage 'Odo 2.7v km' → 27000; Battery status 'Thuê pin'; Accident-free phrase 'Cam kết k đâm đụng, ngập nước, bao check test thoải mái' → true; Aftermarket mods 'dán film, thảm sàn' → true.",VinFast,VF8 Plus,2023,27000,,Thuê pin,True,True
2144,"Brand from Name; Model 'VF7 Plus'; Year 2024; Mileage 'Odo 2v km' → 20000; Battery status 'Mua pin'; Accident-free status not stated → null; Aftermarket mods described 'thảm sàn, film cách nhiệt cao cấp' → true.",VinFast,VF7 Plus,2024,20000,,Mua pin,,True
2145,"Year inferred from the phrase 'VinFast VF5 Plus 2025 mới'. No explicit ODO, battery status, accident status, or aftermarket mods mentioned in the text.",VinFast,VF5 Plus,2025,,,,,False
2146,"Year from 'sx 2024'; ODO from 'Odo siêu lướt 1000km'; Battery status 'Thuê pin' from 'VinFast VF3 thuê pin tiên phong'; Aftermarket mods indicated by 'Xe đã lên camera trước sau + bọc ghế da + vô lăng + ốp zalang'; Accident claim from 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF3,2024,1000.0,,Thuê pin,True,True
2147,"Year from 'sx 2024'; ODO from 'Odo 1v km'; Battery 'Thuê pin' from 'VinFast VF9 Plus 2024 cũ'; Accident 'Cam kết k đâm đụng, ngập nước' included.",VinFast,VF9 Plus,2024,10000.0,,Thuê pin,True,False
2148,"Year from 'VinFast VF3 2025 mới'. No explicit ODO, battery, accident, or mods stated in the text.",VinFast,VF3,2025,,,,,False
2149,"Year from '2023 mua pin cũ'; ODO 'Odo 2.7v km' -> 27000; Battery 'Mua pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF5 Plus,2023,27000.0,,Mua pin,True,False
2150,"Year from '2024 mua pin cũ'; ODO 'Odo 2.5v km' -> 25000; Battery 'Mua pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF6 Plus,2024,25000.0,,Mua pin,True,False
2151,"Year from 'sx 2025' and 'mua pin lướt'; ODO 'Odo siêu lướt 4000 km' -> 4000; Battery 'Mua pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF6 Plus,2025,4000.0,,Mua pin,True,False
2152,Year from 'sx 2024 lướt' (2024). ODO 5800 km; Battery 'Mua pin'; Accident info not explicitly stated.,VinFast,VF7 S,2024,5800.0,,Mua pin,,False
2153,"Year from 'sx 2024 mua pin lướt'; ODO 5000 km; Battery 'Mua pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF6 Plus,2024,5000.0,,Mua pin,True,False
2154,"Year from 'sx 2023, mua pin CATL' and 'Odo lướt 5000 km'.",VinFast,VF8 Eco,2023,5000.0,,Mua pin,True,False
2155,"Year from 'sx 2023 mua pin cũ'; ODO 'Odo 1v km' -> 10000; Battery 'Mua pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF6 Plus,2023,10000.0,,Mua pin,True,False
2156,Year from 'sx 2022 thuê pin cũ'; ODO 'Odo 2v km' -> 20000; Battery 'Thuê pin'.,VinFast,VF e34,2022,20000.0,,Thuê pin,True,False
2157,"Year from 'sx 2022 thuê pin cũ'; ODO 'Odo 1.4v km' -> 14000; Battery 'Thuê pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF e34,2022,14000.0,,Thuê pin,True,False
2158,"Year from 'sx 2022 cũ' and 'thuê pin tiên phong'; ODO 'hơn 1v km' cannot be precisely quantified; Battery 'Thuê pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF e34,2022,,,Thuê pin,True,False
2159,"Year from 'VinFast VF9 Plus 2024 lướt'; ODO 8000 km; Battery 'Thuê pin'; Accident 'Cam kết k đâm đụng, ngập nước'.",VinFast,VF9 Plus,2024,8000.0,,Thuê pin,True,False
2160,Imputed Year inferred from phrase 'sx 2024'. Imputed Mileage inferred from 'Odo siêu lướt 2828 km'. Battery status inferred from 'thuê pin'. No explicit Imputed Condition or Is Accident Free or Aftermarket Mods mentioned. Car model: 'VF7 Plus'; Brand: VinFast.,VinFast,VF7 Plus,2024.0,2828.0,,Thuê pin,,False
2161,"Year inferred from phrase 'sx 2024'. Mileage inferred from 'Odo 2.7v km' which equals 2.7 × 10000 = 27000. Description states 'cũ' indicating used. Battery status inferred from 'mua pin'. Is Accident Free implied by 'Cam kết k đâm đụng, ngập nước'. Car model: VF5 Plus; Brand: VinFast.",VinFast,VF5 Plus,2024.0,27000.0,Đã qua sử dụng,Mua pin,True,False
2162,Year inferred from phrase 'sx 2022'. Mileage inferred from 'Odo:20.000km'. Battery status inferred from 'thuê pin'. Car model: VF e34; Brand: VinFast.,VinFast,VF e34,2022.0,20000.0,Đã qua sử dụng,Thuê pin,,False
2163,Year inferred from phrase 'sx 2023'. Mileage inferred from 'Odo: 1 chủ.' (no explicit odometer value provided here for this line; treated as not explicitly stated). Battery status inferred from 'thuê pin'. Car model: VF8 Eco; Brand: VinFast.,VinFast,VF8 Eco,2023.0,,Đã qua sử dụng,Thuê pin,,False
2164,Year inferred from phrase 'sx 2023'. Mileage inferred from 'odo 4000km'. Battery status inferred from 'Pin Catl thuê pin'. Car model: VF9 Plus; Brand: VinFast.,VinFast,VF9 Plus,2023.0,4000.0,Đã qua sử dụng,Thuê pin,,True
2165,Year inferred from phrase 'sx 2022'. Mileage inferred from 'Odo 1.2v km' = 12000. Battery status inferred from 'thuê pin'. Car model: VF8 Plus; Brand: VinFast.,VinFast,VF8 Plus,2022.0,12000.0,Đã qua sử dụng,Thuê pin,True,False
2166,No explicit year in text. Mileage not stated. Battery status inferred from 'mua pin CATL mới' but the line focuses on color/policy; No explicit condition. Car model: VF8 Eco; Brand: VinFast.,VinFast,VF8 Eco,,,,Mua pin,,False
2167,Year inferred from phrase 'Đăng ký tháng 1/2025'. Mileage inferred from 'odo 4000km'. Battery status inferred from 'pin CATL gói thuê pin'. Car model: VF9 Plus; Brand: VinFast.,VinFast,VF9 Plus,2025.0,4000.0,Đã qua sử dụng,Thuê pin,,False
2168,Description indicates 'VF9 Plus 2024 mới' and 'đã mua pin CATL mới'; No explicit odometer; Battery status inferred from 'mới vừa lấy về... chưa chạy' but condition not explicitly stated as 'Mới 100%'. Car model: VF9 Plus; Brand: VinFast.,VinFast,VF9 Plus,2024.0,,,Mua pin,,False
2169,Description mentions 'VF9 Plus 2024 cũ CATL' with 'Còn bảo hiển thân vỏ' but no explicit odometer or condition phrase. Battery status inferred from 'pin CATL'. Car model: VF9 Plus; Brand: VinFast.,VinFast,VF9 Plus,2024.0,,,Mua pin,,False
2170,Description includes 'GIÁ xe kèm PIN' and 'VF3' with '160.000km' odometer; Battery status inferred from 'kèm PIN' suggesting battery included. Car model: VF3; Brand: VinFast.,VinFast,VF3,,160000.0,,Mua pin,,False
2171,Year inferred from phrase 'sx 2023'. Mileage inferred from 'Odo 1.4v km' = 14000. Battery status inferred from 'mua pin'. Car model: VF5 Plus; Brand: VinFast.,VinFast,VF5 Plus,2023.0,14000.0,Đã qua sử dụng,Mua pin,,False
2172,"Year inferred from phrase 'VF8 lux Plus 2024'. Mileage described as 'chưa tới 50km' which is not an exact value; but it explicitly states an upper bound rather than a precise figure, so mileage is left null. Battery status inferred from 'Mua pin CATL'. Car model: VF8 Lux Plus; Brand: VinFast.",VinFast,VF8 Lux Plus,2024.0,,Đã qua sử dụng,Mua pin,,False
2173,Year inferred from phrase 'VinFast VF e34 2022 cũ' and mileage from 'Odo 3v km' = 30000. Battery status inferred from 'thuê pin tiên phong'. Car model: VF e34; Brand: VinFast.,VinFast,VF e34,2022.0,30000.0,Đã qua sử dụng,Thuê pin,,True
2174,No explicit year or odometer provided. Battery status not stated. Car model: VF6S; Brand: VinFast.,VinFast,VF6S,,,,,,False
2190,"Year inferred from phrase '2025' in Name ('VinFast Minio Green 2025 đủ màu lựa chọn'). Model inferred from 'Minio' in Name. Other fields not explicitly mentioned in the text: imputed_mileage_km, imputed_condition, battery_status, is_accident_free, has_aftermarket_mods -> Not explicitly mentioned, returning null.",VinFast,Minio,2025.0,,,,,True
2191,"Year inferred from phrase '2025' in Name ('VinFast Herio Green 2025 hỗ trợ giá tốt nhất'). Model inferred from 'Herio' in Name. Other fields not explicitly mentioned in the text: imputed_mileage_km, imputed_condition, battery_status, is_accident_free, has_aftermarket_mods -> Not explicitly mentioned, returning null.",VinFast,Herio,2025.0,,,,,True
2192,"Year inferred from phrase '2025' in Name ('VinFast VF9 Plus 2025 mới VinFast Đồng Nai'). Model inferred from 'VF9 Plus' in Name. Other fields not explicitly mentioned in the text: imputed_mileage_km, imputed_condition, battery_status, is_accident_free, has_aftermarket_mods -> Not explicitly mentioned, returning null.",VinFast,VF9 Plus,2025.0,,,,,True
2193,"Year inferred from phrase '2024' in Name ('VinFast VF8 Eco 2024 mới'). Model inferred from 'VF8 Eco' in Name. Other fields not explicitly mentioned in the text: imputed_mileage_km, imputed_condition, battery_status, is_accident_free, has_aftermarket_mods -> Not explicitly mentioned, returning null.",VinFast,VF8 Eco,2024.0,,,,,True
